title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,cache_gb,capacity_gb
VisionTek DLX3,,37.99,256 GB,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Western Digital PC SN740 Pyrite,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Western Digital PC SN740 Pyrite,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
OWC Aura Ultra IV,,,8 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,8000.0
Seagate Enterprise Capacity,,188.97,8 TB,0.024,7200 RPM,256 MB,"3.5""",SAS 6.0 Gb/s,0.256,8000.0
Hitachi 0F27406,,139.0,8 TB,0.017,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,0.256,8000.0
Patriot Viper PV553,,279.99,2 TB,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Western Digital Green,5.0,188.64,6 TB,0.031,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,6000.0
Western Digital Purple Pro,,295.0,12 TB,0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,12000.0
Hitachi 0B36040,5.0,124.99,4 TB,0.031,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,4000.0
Corsair MP600 CORE MINI,3.0,103.99,1 TB,0.104,SSD,,M.2-2230,M.2 PCIe 4.0 X4,,1000.0
ADATA SU655,3.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Western Digital Blue SA510,,39.99,250 GB,0.16,SSD,,M.2-2280,M.2 SATA,,250.0
Addlink A95,,147.44,2 TB,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Transcend 250S,,373.35,4 TB,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Toshiba MG09 512e,,299.0,14 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,14000.0
Toshiba MG09 512e,,275.99,12 TB,0.023,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,12000.0
PNY CS2240,,79.98,1 TB,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Integral INSSD256GM242,,,256 GB,,SSD,,M.2-2242,M.2 SATA,,256.0
Intel DC P3600,,1500.0,1.2 TB,1.25,SSD,,PCIe,PCIe x4,,1200.0
Seagate BarraCuda Pro,5.0,241.49,8 TB,0.03,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
HP FX900 Pro,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,512.0
Inland 1TB TD510 NVME,,149.99,1 TB,0.15,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,1000.0
Addlink S93,,249.44,4 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
GOODRAM PX700,,,4.096 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4096.0
Addlink G55H,,224.99,2 TB,0.112,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Intel DC S3700,,143.44,400 GB,0.359,SSD,,"2.5""",SATA 6.0 Gb/s,,400.0
Western Digital Red,,185.0,5 TB,0.037,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,5000.0
Western Digital SE,4.5,104.0,1 TB,0.104,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,1000.0
Western Digital Purple,,219.1,8 TB,0.027,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
Toshiba X300,,289.0,10 TB,0.029,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,10000.0
Seagate Enterprise Performance,,125.25,300 GB,0.417,15000 RPM,256 MB,"2.5""",SAS 12.0 Gb/s,0.256,300.0
PNY CS2130,,199.99,2 TB,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Transcend 220S,,104.6,1 TB,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Western Digital Red Plus,,,3 TB,,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,3000.0
Lexar NS100,,,2 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
Toshiba N300 Pro,,,10 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,10000.0
Toshiba MG09 512e,,288.0,10 TB,0.029,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,10000.0
Transcend SSD230S,,339.99,4 TB,0.085,SSD,,"2.5""",SATA 6.0 Gb/s,,4000.0
Apacer AS2280Q4U,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,512.0
Lexar PLAY,,269.49,4 TB,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Integral M2,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Western Digital Caviar Blue,3.0,,250 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,250.0
Western Digital Scorpio Blue,5.0,20.99,250 GB,0.084,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,250.0
Samsung Spinpoint F1 DT,3.0,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,500.0
Seagate Barracuda LP,3.5,135.44,1 TB,0.135,5900 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Seagate Constellation ES,4.0,58.99,1 TB,0.059,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Intel X25-V,,59.99,40 GB,1.5,SSD,,"2.5""",SATA 3.0 Gb/s,,40.0
Seagate Barracuda Green,4.0,245.0,1.5 TB,0.163,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1500.0
Intel 320,,,300 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,300.0
Seagate Momentus 5400.6,3.0,32.99,320 GB,0.103,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,320.0
Corsair Force GT,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Toshiba MK5076GSX,4.5,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,500.0
ADATA S511,4.0,313.45,240 GB,1.306,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Samsung 830,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Kingston SSDNow V200,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Seagate Pipeline HD,5.0,,2 TB,,5900 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,2000.0
Seagate BarraCuda,4.0,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Corsair Force 3,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Seagate Constellation.2,,,500 GB,,7200 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,500.0
Hitachi Ultrastar 7K4000,4.0,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
OCZ Agility 3,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Toshiba Solid State Drive,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Western Digital AV-GP,,20.49,320 GB,0.064,5400 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,320.0
Hitachi Ultrastar 7K4000,5.0,498.0,2 TB,0.249,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Western Digital WDBMMA0010HNC-NRSN,4.5,49.0,1 TB,0.049,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Seagate ST2000VN000,4.5,,2 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Seagate Enterprise Performance,,49.0,600 GB,0.082,10000 RPM,128 MB,"2.5""",SAS 12.0 Gb/s,0.128,600.0
Seagate FireCuda,5.0,370.21,1 TB,0.37,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Intel D3-S4510,,324.45,1.92 TB,0.169,SSD,,"2.5""",SATA 6.0 Gb/s,,1920.0
Intel Optane 900P,,,280 GB,,SSD,,"2.5""",U.2,,280.0
Kingston SSDNOW DC500M,,,1.92 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,1920.0
Toshiba N300,,,8 TB,,7200 RPM,,"3.5""",SATA 6.0 Gb/s,,8000.0
V7 V7SSD1TBS25U,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Corsair MP600 PRO NH,,111.1,500 GB,0.222,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Mushkin ELEMENT,,176.78,1 TB,0.177,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Oyen Digital E13S-2242-2048PH,,189.0,2 TB,0.094,SSD,,M.2-2242,M.2 PCIe 3.0 X4,,2000.0
Oyen Digital E13S-2242-1024PH,,89.0,1 TB,0.089,SSD,,M.2-2242,M.2 PCIe 3.0 X4,,1000.0
VisionTek DLX4,,203.15,2 TB,0.102,SSD,,M.2-2230,M.2 PCIe 4.0 X4,,2000.0
GOODRAM IRDM PRO SLIM,,542.16,4 TB,0.136,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Titanium Micro TH7175,,149.99,2 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Mushkin MKNSSDED500GB-D8,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Integral 2020,,,512 GB,,SSD,,M.2-2280,M.2 SATA,,512.0
Integral 2020,,,1 TB,,SSD,,M.2-2280,M.2 SATA,,1000.0
Western Digital RE2,,95.11,400 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,400.0
Western Digital RE2,4.0,,160 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,160.0
Western Digital RE2-GP,,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,500.0
Western Digital Caviar Black,5.0,,750 GB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,750.0
Western Digital Caviar Green,,,1.5 TB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1500.0
Western Digital Scorpio Black,3.0,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,250.0
Western Digital Scorpio Black,,,160 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,160.0
Western Digital Scorpio Black,,,80 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,80.0
Western Digital Scorpio Black,5.0,55.0,250 GB,0.22,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,250.0
Western Digital Scorpio Black,4.5,,160 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,160.0
Western Digital Scorpio Blue,4.0,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Western Digital Scorpio Blue,4.0,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,500.0
Western Digital Scorpio Blue,3.0,152.03,640 GB,0.238,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Western Digital Scorpio Blue,,,400 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,400.0
Western Digital AV-GP,3.5,,1 TB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Western Digital AV-GP,,,1 TB,,5400 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,0.008,1000.0
Western Digital AV-GP,3.5,,250 GB,,5400 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,0.008,250.0
Hitachi A7K1000-500,5.0,,500 GB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,500.0
Hitachi A7K1000-750,4.5,,750 GB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,750.0
Hitachi 7K1000.C,,229.95,750 GB,0.307,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,750.0
Hitachi 7K1000.C,4.0,,640 GB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,640.0
Hitachi 7K1000.B,4.0,,250 GB,,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,0.008,250.0
Hitachi 7K1000,,,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Seagate BarraCuda,,,1.5 TB,,5900 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1500.0
Intel X25-M,,,160 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,160.0
Intel X25-M,,300.0,160 GB,1.875,SSD,,"2.5""",SATA 3.0 Gb/s,,160.0
Samsung Spinpoint F3 EG,,,1.5 TB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1500.0
Samsung Spinpoint F3 EG,1.0,,1 TB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Samsung Spinpoint F1 EG,,,500 GB,,5400 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,500.0
Samsung Spinpoint F1 RAID,,,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Samsung Spinpoint F1 RAID,4.0,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,500.0
Samsung Spinpoint F1 RAID,,,320 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,320.0
Samsung Spinpoint F1 CE,3.0,,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Samsung Spinpoint MP4,3.5,,500 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,500.0
Samsung Spinpoint MP4,,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,320.0
Samsung Spinpoint M7,,,120 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,120.0
Samsung Spinpoint M7,,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,320.0
Samsung Spinpoint M7,,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,500.0
OCZ Colossus,,,250 GB,,SSD,128 MB,"3.5""",SATA 3.0 Gb/s,0.128,250.0
OCZ Vertex 2 EX,4.0,,100 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,100.0
OCZ Vertex 2 Pro,,,200 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,200.0
OCZ Vertex 2,4.0,,240 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,240.0
OCZ Agility 2,,,100 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,100.0
OCZ Agility 2,,,400 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,400.0
OCZ Vertex,,,30 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,30.0
OCZ Agility,,,30 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,30.0
Seagate Barracuda LP,,,1.5 TB,,5900 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1500.0
Seagate Momentus,3.5,211.7,640 GB,0.331,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Corsair Performance,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,256.0
Western Digital AV-GP,,,2 TB,,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,2000.0
Western Digital Caviar Green,,,1.5 TB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1500.0
Western Digital Caviar Blue,3.5,,320 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,320.0
Western Digital Caviar Blue,4.5,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,500.0
Kingston SSDNow V,5.0,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Kingston SSDNow V+,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Kingston SSDNow V+,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Kingston SSDNow V+,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,256.0
Kingston SSDNow V100,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,256.0
Kingston SSDNow V+100,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Kingston SSDNow V+100,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,64.0
OCZ Vertex 2,5.0,,80 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,80.0
OCZ Agility 2,,,90 GB,,SSD,,"3.5""",SATA 3.0 Gb/s,,90.0
Corsair Nova,,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,32.0
Corsair Force,,,40 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,40.0
Hitachi 7K3000,3.5,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Seagate BarraCuda,5.0,,160 GB,,7200 RPM,8 MB,"3.5""",SATA 6.0 Gb/s,0.008,160.0
OCZ Vertex 2,,,240 GB,,SSD,,"3.5""",SATA 3.0 Gb/s,,240.0
Kingston SSDNow V,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Corsair Performance 3,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
Corsair Performance 3,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
OCZ Vertex,5.0,,30 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,30.0
Intel 510,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Seagate Barracuda XT,4.0,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Western Digital Caviar Green,,,2.5 TB,,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,2500.0
Intel 320,,,600 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,600.0
Kingston SSDNow V+100,,,512 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,512.0
Intel 320,4.5,,80 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,80.0
Corsair Force,,,240 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,240.0
Intel 320,5.0,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,120.0
Intel 320,5.0,,160 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,160.0
Crucial M4,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Crucial M4,5.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Crucial M4,3.5,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Seagate Momentus XT,4.0,187.5,500 GB,0.375,7200 RPM,32 MB,"2.5""",SATA 3.0 Gb/s,0.032,500.0
OCZ Vertex 3,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Samsung 840,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Samsung 840,,,500 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,500.0
PNY XLR8 PRO,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Mushkin Chronos Deluxe,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Plextor M5P,5.0,,128 GB,,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,0.256,128.0
Kingston SSDNow KC100,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Samsung Spinpoint M8,5.0,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,320.0
Toshiba MK6476GSX,2.0,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Mushkin Chronos,5.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Samsung Spinpoint M8,,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Toshiba PH3200U-1I72,4.0,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Mushkin Chronos,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V300,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
ADATA XPG SX910,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Intel DC S3700,,417.0,200 GB,2.085,SSD,,"2.5""",SATA 6.0 Gb/s,,200.0
Plextor M5P,,,512 GB,,SSD,768 MB,"2.5""",SATA 6.0 Gb/s,0.768,512.0
Intel 335,4.5,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,180.0
ADATA XPG SX300,5.0,,128 GB,,SSD,,mSATA,mSATA,,128.0
Intel 313,,,20 GB,,SSD,,mSATA,mSATA,,20.0
ADATA XM13,,,30 GB,,SSD,,mSATA,mSATA,,30.0
Samsung ST750LM002/HN-M750MBB,,,750 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,750.0
Samsung ST250DM001/HD253GJ,,,250 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,250.0
Seagate BarraCuda,3.0,,250 GB,,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,0.008,250.0
Plextor M5M,5.0,,256 GB,,SSD,512 MB,mSATA,mSATA,0.512,256.0
Plextor M5M,,,64 GB,,SSD,128 MB,mSATA,mSATA,0.128,64.0
Seagate Barracuda ES,3.0,,750 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,750.0
Seagate Constellation ES.3,,,2 TB,,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,2000.0
Seagate Constellation CS ISE,4.0,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Intel DC S3500,,,300 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,300.0
Intel DC S3500,,185.0,480 GB,0.385,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Intel 335,,,80 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,80.0
Seagate 600,5.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Western Digital SE,4.0,145.0,3 TB,0.048,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Western Digital AV-25,,,500 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,0.016,500.0
Western Digital AV-25,,,500 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,500.0
Hitachi 0F14689,,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Seagate ST4000VM000,,,4 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
Seagate ST640LM000,,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Toshiba HDKBB097,5.0,,750 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,750.0
Mushkin Chronos,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Seagate 600,3.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Western Digital RE,5.0,40.0,250 GB,0.16,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,250.0
OCZ Vertex 450 Series 128,4.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Crucial M500,5.0,207.77,240 GB,0.866,SSD,,mSATA,mSATA,,240.0
Samsung 840 Evo,4.5,,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,250.0
Toshiba Solid State Drive,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Edge Tech Pro,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Western Digital Blue,,91.75,250 GB,0.367,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,250.0
Intel 520,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Toshiba DT01ACA,5.0,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Toshiba MG03ACA,4.0,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
OCZ Deneva 2,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Western Digital WD7500BFCX,,,750 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,0.016,750.0
Seagate Constellation ES,,,1 TB,,7200 RPM,16 MB,"3.5""",SAS 6.0 Gb/s,0.016,1000.0
Kingston KC300,5.0,199.99,240 GB,0.833,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Intel 530,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
SanDisk X110,4.0,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
Seagate ST320LT030,,,320 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,0.016,320.0
Seagate Constellation Product Series:ES.3,,199.0,4 TB,0.05,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,4000.0
OCZ Vector 150,5.0,380.0,240 GB,1.583,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
OCZ Vertex 450,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Corsair Force Series LS,4.5,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Samsung 840 Evo,5.0,,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,250.0
Toshiba Q Series Pro,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
SanDisk X210,,,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,250.0
Hitachi Ultrastar 7K4000,,,4 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,4000.0
Hitachi Travelstar Z5K500,3.0,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,500.0
Hitachi Travelstar,,,500 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,500.0
Kingston SSDNow KC300,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V300,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Mushkin Scorpion PCIe,,,240 GB,,SSD,,PCIe,PCIe x2,,240.0
Mushkin Scorpion PCIe,,,480 GB,,SSD,,PCIe,PCIe x2,,480.0
SanDisk Extreme II,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Transcend SSD340,4.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
VisionTek mSATA,,113.49,240 GB,0.473,SSD,,mSATA,mSATA,,240.0
