title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface
Integral V Series Plus,None,None,1 TB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Addlink S91,None,$78.98,1 TB,$0.079,SSD,None,M.2-2230,M.2 PCIe 4.0 X4
ADATA XPG SPECTRIX S40G RGB,4.5,Out of stock$299.99,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750,None,$499.99,4 TB,$0.125,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk Surveillance,None,$79.00,2 TB,$0.040,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Seagate FireCuda,4.0,None,1 TB,None,Hybrid,None,"2.5""",SATA 6.0 Gb/s
Intel 600p,4.5,$104.00,512 GB,$0.203,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,5.0,$91.00,2 TB,$0.045,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Kingston SSDNow UV400,4.0,None,120 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Samsung 750 Evo,4.5,None,500 GB,None,SSD,512 MB,"2.5""",SATA 6.0 Gb/s
Corsair MP600 Force Series Gen4,4.5,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital SN530,None,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,None,$358.99,18 TB,$0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Silicon Power XS70,5.0,$107.51,1 TB,$0.108,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2140,5.0,$45.97,500 GB,$0.092,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A58,5.0,None,2 TB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
KingSpec XG7000,None,$43.99,512 GB,$0.086,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba P300,None,$86.60,2 TB,$0.043,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
GOODRAM PX700,None,$269.91,2.048 TB,$0.132,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Z44A7Q,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F3,4.5,None,500 GB,None,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s
Western Digital Caviar Green,4.0,None,3 TB,None,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Intel 320,None,None,600 GB,None,SSD,None,"2.5""",SATA 3.0 Gb/s
HP FX700,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M482 Eco-Pack,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3150 RGB,None,$214.99,2 TB,$0.107,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Verbatim Vi550,None,$20.99,256 GB,$0.082,SSD,None,"2.5""",SATA 6.0 Gb/s
ADATA LEGEND 900,None,$70.62,512 GB,$0.138,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Gamma,None,$799.99,8 TB,$0.100,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate Game Drive,None,$1074.46,4 TB,$0.269,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red,4.5,$119.00,2 TB,$0.060,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Kingston A400,None,$339.00,1.92 TB,$0.177,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital Black AN1500,None,None,4 TB,None,SSD,None,PCIe,PCIe x8
Gigabyte GP-GSTFS31256GTND,None,$30.53,256 GB,$0.119,SSD,None,"2.5""",SATA 6.0 Gb/s
Apacer AS2280Q4U,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Crucial MX100,4.5,None,512 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Crucial BX100,4.5,None,500 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate BarraCuda Pro,4.0,$279.99,10 TB,$0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Lenovo S4520,None,$768.97,960 GB,$0.801,SSD,None,"3.5""",SATA 6.0 Gb/s
PNY CS3140,None,$445.72,4 TB,$0.111,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 960,None,$110.40,1 TB,$0.110,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Nextorage G-Series,5.0,$799.99,2 TB,$0.400,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS2280Q4U,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black,5.0,$287.99,6 TB,$0.048,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Caviar Black,4.5,$159.99,2 TB,$0.080,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Seagate Momentus 5400.6,3.5,$32.00,500 GB,$0.064,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s
Samsung 850 Pro,5.0,$304.99,2 TB,$0.152,SSD,None,"2.5""",SATA 6.0 Gb/s
Intenso 3812450,None,$43.36,512 GB,$0.085,SSD,None,"2.5""",SATA 6.0 Gb/s
Samsung MZVPV256HDGL-00000,3.0,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Integral M,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
PNY CS900,None,$239.99,4 TB,$0.060,SSD,None,"2.5""",SATA 6.0 Gb/s
Kingston KC600,None,$101.95,1.024 TB,$0.100,SSD,None,mSATA,mSATA
TEAMGROUP T-FORCE Z44A5,None,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN850 w/Heatsink,5.0,$232.99,2 TB,$0.116,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket,5.0,$212.34,1 TB,$0.212,SSD,None,M.2-2242,M.2 PCIe 3.0 X4
Western Digital Black,4.5,None,3 TB,None,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Seagate ST4000DX001,4.0,None,4 TB,None,Hybrid,64 MB,"3.5""",SATA 6.0 Gb/s
Micron 5200 Ion,None,$1099.00,7.68 TB,$0.143,SSD,None,"2.5""",SATA 6.0 Gb/s
Sabrent Rocket 4.0,4.5,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 700,None,None,512 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG03SCA,5.0,$30.00,1 TB,$0.030,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s
Seagate FireCuda 530R w/Heatsink,None,$324.99,4 TB,$0.081,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Ultrastar,4.5,$237.50,8 TB,$0.030,7200 RPM,None,"3.5""",SATA 6.0 Gb/s
Corsair MP600 ELITE PS5,None,$159.99,2 TB,$0.080,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,None,$372.00,14 TB,$0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
ADATA XPG SPECTRIX S20G,None,$64.93,500 GB,$0.130,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,5.0,$90.50,500 GB,$0.181,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,None,$110.99,1 TB,$0.111,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,4.0,$71.98,512 GB,$0.141,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 900P,None,None,480 GB,None,SSD,None,PCIe,PCIe x4
GOODRAM IRDM PRO GEN 5,None,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Black SN750,4.5,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket,5.0,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SN530,4.5,None,1.024 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG08ADA600E,None,$179.99,6 TB,$0.030,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
XOC SP900,None,$127.00,2 TB,$0.064,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Aluminum,None,$79.98,1 TB,$0.080,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG07ACA12TE,5.0,$299.00,12 TB,$0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
TEAMGROUP T-Create Classic DL,None,$69.99,1 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP700,5.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Gold,None,$303.70,8 TB,$0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Samsung MZVPV512HDGL-00000,None,$221.50,512 GB,$0.433,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Gold,5.0,$229.99,6 TB,$0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Corsair Neutron NX500,4.0,None,800 GB,None,SSD,None,PCIe,PCIe x1
Inland Premium,4.5,None,512 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Crucial P5,4.5,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
HP FX900,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Lenovo S4520,None,None,3.84 TB,None,SSD,None,"3.5""",SATA 6.0 Gb/s
Transcend 110S,None,$29.99,256 GB,$0.117,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Lexar NQ710,None,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance +Rescue,None,$74.00,2 TB,$0.037,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Western Digital WDBSLA0010HNC-NRSN,None,$39.99,1 TB,$0.040,7200 RPM,None,"3.5""",SATA 6.0 Gb/s
Western Digital Red,3.0,$119.00,3 TB,$0.040,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Corsair MP600 GS,None,$164.99,2 TB,$0.082,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN730,None,$94.90,512 GB,$0.185,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Addlink A95,None,$849.44,8 TB,$0.106,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,2.0,None,1 TB,None,Hybrid,64 MB,"2.5""",SATA 6.0 Gb/s
Intel 660p,5.0,$400.17,2 TB,$0.200,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital RE4,4.5,None,2 TB,None,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s
SanDisk Solid State Drive,4.5,None,128 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Kingston HyperX Fury,4.0,None,240 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Hitachi Travelstar 7K1000,4.0,None,1 TB,None,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS G2,5.0,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M370,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,None,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk AI,None,$299.99,16 TB,$0.019,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Gigabyte AORUS,5.0,$129.69,500 GB,$0.259,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Travelstar 5K1000,3.5,None,1 TB,None,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s
Lexar Professional NM1090 PRO,None,$161.99,1 TB,$0.162,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Lexar NS100,None,$37.98,512 GB,$0.074,SSD,None,"2.5""",SATA 6.0 Gb/s
Lexar NM790,5.0,None,512 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro PD560,None,$35.99,500 GB,$0.072,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP GX2,None,None,128 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
HP FX900 Pro,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ01ABD100,4.0,None,1 TB,None,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s
Western Digital Caviar Green,3.5,None,1 TB,None,5400 RPM,16 MB,"3.5""",SATA 3.0 Gb/s
Seagate Pipeline HD,4.0,None,1 TB,None,5900 RPM,64 MB,"3.5""",SATA 3.0 Gb/s
Seagate BarraCuda,4.0,$139.99,4 TB,$0.035,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
PNY CS900,4.5,None,480 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
ADATA SU635,4.0,None,480 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Netac NV7000,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,None,$77.00,4 TB,$0.019,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s
KIOXIA EXCERIA,None,$62.99,960 GB,$0.066,SSD,None,"2.5""",SATA 6.0 Gb/s
Nextorage NEM-PAB,5.0,$129.99,2 TB,$0.065,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Timetec PINNACLE SD1-INDEX,None,$117.99,2 TB,$0.059,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba P300,None,$177.89,6 TB,$0.030,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Purple Surveillance,None,$142.49,6 TB,$0.024,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Lexar Professional NM800PRO,None,$149.99,2 TB,$0.075,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Intel DC P3600,None,$1850.00,800 GB,$2.312,SSD,None,PCIe,PCIe x4
Western Digital AV-GP,4.0,None,500 GB,None,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s
Western Digital Red Plus,4.5,None,1 TB,None,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Toshiba P300,4.0,$138.00,2 TB,$0.069,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Blue,4.5,$139.99,3 TB,$0.047,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Seagate BarraCuda Q5,None,Out of stock$239.99,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Leven JPS800,4.5,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S101,None,$21.99,256 GB,$0.086,SSD,None,"2.5""",SATA 6.0 Gb/s
Corsair MP600 ELITE w/Heatsink,None,$309.99,4 TB,$0.077,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ01ABF050M,3.0,None,500 GB,None,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s
Crucial P1,4.5,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA w/Heatsink,None,$289.99,4 TB,$0.072,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG09 512e,None,$316.99,16 TB,$0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Intel Optane 905P,None,$434.98,960 GB,$0.453,SSD,None,"2.5""",U.2
Western Digital Black,4.0,None,8 TB,None,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Blue SA510,None,$72.99,1 TB,$0.073,SSD,None,M.2-2280,M.2 SATA
Gigabyte 4000E,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Transcend 110S,None,$69.90,1 TB,$0.070,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,5.0,$202.31,6 TB,$0.034,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Blue SA510,None,$52.99,500 GB,$0.106,SSD,None,M.2-2280,M.2 SATA
Seagate Exos X24 SED,None,None,24 TB,None,7200 RPM,512 MB,"3.5""",SAS 12.0 Gb/s
ADATA XPG SPECTRIX S20G,None,$114.07,1 TB,$0.114,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra 3D,4.0,None,4 TB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Hitachi Ultrastar,4.5,None,2 TB,None,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s
Western Digital Ultrastar DC HC550,None,$390.80,14 TB,$0.028,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Caviar Green,4.0,$84.98,2 TB,$0.042,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Kingston Predator,4.5,None,240 GB,None,SSD,None,M.2-2280,M.2 PCIe 2.0 X4
SK Hynix SL308,4.0,$65.00,250 GB,$0.260,SSD,None,"2.5""",SATA 6.0 Gb/s
Toshiba XG5,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Micron 2200,2.0,None,512 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 7000s,4.5,None,1 TB,None,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 700,None,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Addlink S93,None,$122.44,2 TB,$0.061,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Patriot P320,None,$24.99,256 GB,$0.098,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red SA500,None,$64.98,500 GB,$0.130,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate IronWolf NAS,None,$249.99,10 TB,$0.025,7200 RPM,None,"3.5""",SATA 6.0 Gb/s
Nextorage G-Series LE,None,$299.99,4 TB,$0.075,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S770,None,$85.49,1 TB,$0.085,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Ultrastar DC HC550,None,None,16 TB,None,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s
Corsair MP600 PRO,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Inland TN450,5.0,$46.99,500 GB,$0.094,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SPECTRIX S40G RGB,4.5,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S101,5.0,$104.49,2 TB,$0.052,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital Scorpio Blue,None,$89.00,80 GB,$1.113,5400 RPM,8 MB,"2.5""",SATA 1.5 Gb/s
Intenso 3812440,None,$27.06,256 GB,$0.106,SSD,None,"2.5""",SATA 6.0 Gb/s
ADATA XPG GAMMIX S50 Lite,5.0,$239.39,1 TB,$0.239,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 850,None,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Lenovo S4520,None,$227.04,480 GB,$0.473,SSD,None,"3.5""",SATA 6.0 Gb/s
Intel 600p,4.5,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SPECTRIX S40G RGB,5.0,Out of stock$529.99,4 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 7000s,None,None,2 TB,None,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4
Inland Gaming Performance Plus,None,$839.99,8 TB,$0.105,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Crucial MX200,4.5,None,250 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Intel 545s,5.0,None,512 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP GX2,4.0,$27.26,256 GB,$0.106,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44L,5.0,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300,4.5,None,8 TB,None,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Intel Optane P1600X,None,None,58 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Oyen Digital E18-8TBICS5,None,$869.00,8 TB,$0.109,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos 7E10 512e/4Kn,None,$233.99,10 TB,$0.023,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
ADATA LEGEND 960 MAX,None,$491.52,4 TB,$0.123,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple Pro,None,$255.00,10 TB,$0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Black,4.5,$49.00,500 GB,$0.098,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s
Western Digital Red Pro,4.0,$191.50,4 TB,$0.048,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,None,$192.00,6 TB,$0.032,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Caviar Green,4.5,$185.77,1.5 TB,$0.124,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s
ADATA MARS 980 BLADE,None,None,4 TB,None,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
KIOXIA EXCERIA w/Heatsink,None,$94.99,1 TB,$0.095,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 850,None,$54.89,512 GB,$0.107,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte Gen3 2500E,None,$195.72,2 TB,$0.098,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU630,4.5,$101.38,960 GB,$0.106,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate NAS HDD,None,None,2 TB,None,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Western Digital Caviar Black,4.0,None,4 TB,None,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s
ADATA Swordfish,5.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea A440 Pro,5.0,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM CL100 gen.3,None,None,240 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Intel Optane DC P4801X,None,None,100 GB,None,SSD,None,M.2-22110,M.2 PCIe 3.0 X4
ADATA LEGEND 800 GOLD,5.0,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,4.0,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Orico e7400,None,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Aluminum,None,$284.99,4 TB,$0.071,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP GX2,None,$98.99,2 TB,$0.049,SSD,None,"2.5""",SATA 6.0 Gb/s
Patriot P400 Lite,None,$229.99,4 TB,$0.057,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Tempest,None,$65.99,1 TB,$0.066,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NXM,None,$21.99,256 GB,$0.086,SSD,None,M.2-2242,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,None,None,18 TB,None,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s
TEAMGROUP Cardea Zero Z440 Graphene,4.5,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Pro,5.0,$239.99,512 GB,$0.469,SSD,512 MB,"2.5""",SATA 6.0 Gb/s
Transcend MTE245S,None,Out of stock$49.54,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Toshiba OCZ TR200,4.0,$25.99,240 GB,$0.108,SSD,None,"2.5""",SATA 6.0 Gb/s
ADATA XPG SX6000 Pro,5.0,$140.60,1 TB,$0.141,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Orico Y-20,None,None,256 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital AV-GP,None,$18.98,250 GB,$0.076,5400 RPM,16 MB,"3.5""",SATA 3.0 Gb/s
Gigabyte GP-GSTFS31120GNTD,4.0,$39.99,120 GB,$0.333,SSD,None,"2.5""",SATA 6.0 Gb/s
Kingston A400,4.5,None,120 GB,None,SSD,None,M.2-2280,M.2 SATA
PNY XLR8 CS3030,5.0,None,500 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Blue,3.5,None,160 GB,None,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s
Samsung Spinpoint F4,4.0,None,2 TB,None,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s
SanDisk Solid State Drive,5.0,None,256 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
ADATA Premier SP550,4.5,None,240 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
PNY CS1311,4.5,None,240 GB,None,SSD,None,"2.5""",SATA 6.0 Gb/s
ADATA XPG SX6000,4.5,None,256 GB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X2
Intel 760p,4.5,$144.88,256 GB,$0.566,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S11 Pro,5.0,Out of stock$289.99,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte GP-GSM2NE3100TNTD,4.5,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 510,4.5,None,1 TB,None,SSD,None,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 970,None,None,2 TB,None,SSD,None,M.2-2280,M.2 PCIe 5.0 X4
Lexar NQ100,None,$112.55,1.92 TB,$0.059,SSD,None,"2.5""",SATA 6.0 Gb/s
TEAMGROUP AX2,None,$20.99,256 GB,$0.082,SSD,None,"2.5""",SATA 6.0 Gb/s
Western Digital RE,4.5,$59.97,1 TB,$0.060,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Seagate FireCuda,None,$65.25,500 GB,$0.131,Hybrid,None,"2.5""",SATA 6.0 Gb/s
Western Digital Purple,5.0,$105.95,4 TB,$0.026,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,4.0,$349.99,4 TB,$0.087,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,4.5,None,4 TB,None,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s
Seagate IronWolf Pro,None,$165.00,4 TB,$0.041,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s
Intenso 3812430,None,$21.54,128 GB,$0.168,SSD,None,"2.5""",SATA 6.0 Gb/s
Seagate FireCuda 520,5.0,$277.22,500 GB,$0.554,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN850,5.0,$129.94,500 GB,$0.260,SSD,None,M.2-2280,M.2 PCIe 4.0 X4
